Date Mailed,Date reported recieved,lat,lon,City,State,Zipcode ,Country,GlobalRegion,Distance From SF,USPS Sectional Center,State_2,SC_lat,SC_lon,Notes,Date Return Env Sent,Date Return Env Arrives,StickerChoice
10/21/2020,10/29/2020,40.0503,-105.0500,Erie,CO,80516,US,NorthAmerica,946,Denver,CO,39.8317681,-104.6922579,,,,Surprise Me
10/21/2020,10/24/2020,38.9072,-77.0369,Washington,DC,20010,US,NorthAmerica,2435,Washington,DC,38.9173163,-76.9954865,,10/26/2020,10/30/2020,Blue Floral
10/21/2020,10/26/2020,29.7604,-95.3698,Houston,Texas,77077,US,NorthAmerica,1642,North Houston,TX,29.9302067,-95.323934,,,,Surprise Me
10/23/2020,10/26/2020,39.6295,-79.9559,Morgantown,WV,26505,US,NorthAmerica,2271,Pittsburgh,PA,40.4579648,-80.0196764,,,,Surprise Me
10/23/2020,,33.4487,-86.7878,Vestavia ,AL,35243,US,NorthAmerica,2011,Birmingham,AL,33.5206824,-86.8024326,,,,Surprise Me
10/23/2020,10/28/2020,33.4054,-86.8114,Hoover,AL,35226,US,NorthAmerica,2426,Birmingham,AL,33.5206824,-86.8024326,,,,Blue Floral Transparent!
10/23/2020,11/6/2020,39.2387,-77.2794,Clarksburg,MD,20871,US,NorthAmerica,2417,Suburban Maryland,MD,39.1200935,-77.181295,,,,Blue Floral Transparent!
10/23/2020,10/28/2020,34.8298,-82.6015,Easley,SC,29640,US,NorthAmerica,2209,Greenville,SC,34.8039488,-82.3451727,,10/30/2020,11/3/2020,Surprise Me
10/23/2020,10/26/2020,38.0293,-78.4767,Charlottesville,VA,22902,US,NorthAmerica,2372,Richmond,VA,37.4972,-77.257155,,10/27/2020,11/3/2020,Surprise Me
10/23/2020,10/31/2020,37.0891,-122.0864,Ben Lomond,CA,95005,US,NorthAmerica,51,San Jose,CA,37.3895163,-121.8877285,,,,Blue Floral
10/23/2020,10/29/2020,53.3811,-1.4701,Sheffield,UK,00000,UK,Europe,5221,,,,,,,,Surprise Me
10/23/2020,12/1/2020,-34.9253,138.5608,Mile End,South Australia,5031,Australia,EastAsia,8076,,,,,,,,Surprise Me
10/23/2020,10/26/2020,44.3876,-68.2039,Bar Harbor ,ME,04609,US,NorthAmerica,2808,Eastern,ME,44.778674,-68.796623,,,,Blue Floral Transparent!
10/23/2020,10/26/2020,34.4358,-119.8276,Goleta,CA,93117,US,NorthAmerica,271,Santa Barbara,CA,34.4252537,-119.8660691,,11/09/2020,11/14/2020,Boxes
10/23/2020,10/28/2020,53.0975,-1.3823,Alfreton ,Derbyshire,99999,UK,Europe,5237,,,,,,,,Boxes
10/23/2020,10/29/2020,47.4245,9.3767,St. Gallen,SG,9000,Switzerland,Europe,5831,,,,,,,,Boxes
10/23/2020,10/27/2020,42.3314,-83.0458,Detroit,MI,48206,US,NorthAmerica,2086,Detroit,MI,42.323988,-83.063023,,10/31/2020,11/6/2020,Boxes
10/23/2020,10/26/2020,42.8695,-85.6447,Kentwood,MI,49512,US,NorthAmerica,1955,Grand Rapids,MI,42.9632405,-85.6678639,,10/28/2020,11/3/2020,Red Floral
10/27/2020,11/25/2020,-33.8688,151.2093,Sydney,NSW,2000,Australia,EastAsia,7424,,,,,,12/15/2020,,Blue Floral Transparent!
10/27/2020,11/30/2020,-33.7507,150.6877,Penrith,NSW,2750,Australia,EastAsia,7444,,,,,,,,Surprise Me
10/27/2020,,-33.8068,151.0825,West Ryde,NSW,2114,Australia,EastAsia,7427,,,,,,,,Surprise Me
10/27/2020,,41.2565,-95.9345,Omaha,NE,68102,US,NorthAmerica,1426,Omaha,NE,41.2587459,-95.9383758,,,,Blue Floral Transparent!
10/27/2020,10/29/2020,37.4530,-122.1817,Menlo Park,CA,94025,US,NorthAmerica,26,San Francisco,CA,37.7790262,-122.4199061,,10/31/2020,11/3/2020,Surprise Me
10/27/2020,11/3/2020,59.9139,10.7522,Oslo,Oslo,0664,Norway,Europe,5180,,,,,,11/30/2020,12/10/2020,Boxes
10/27/2020,10/30/2020,42.3732,-72.5199,Amherst,MA ,01002,US,NorthAmerica,2619,Hartford,CT,41.789872,-72.661822,,11/09/2020,11/13/2020,Surprise Me
10/27/2020,,42.2808,-83.7430,Ann Arbor,MI,48104,US,NorthAmerica,2051,Detroit,MI,42.323988,-83.063023,,,,Boxes
10/27/2020,10/31/2020,42.3876,-71.0995,Somerville,MA,02144,US,NorthAmerica,2690,Boston,MA,42.3508036,-71.0536732,,11/6/2020,11/9/2020,Blue Floral
10/27/2020,,42.3480,-71.2471,Auburndale ,MA,02466,US,NorthAmerica,2683,Boston,MA,42.3508036,-71.0536732,,,,Surprise Me
10/27/2020,,52.0705,4.3007,Den Haag,"Zuid Holland, Netherlands",1,Netherlands,Europe,5450,,,,,,,,Surprise Me
10/27/2020,10/31/2020,36.1627,-86.7816,Nashville,TN,37215,US,NorthAmerica,1958,Nashville,TN,36.1493962,-86.6748792,,11/02/2020,11/06/2020,Blue Floral Transparent!
10/27/2020,11/10/2020,40.5853,-105.0844,Fort Collins,CO,80525,US,NorthAmerica,946,Denver,CO,39.8317681,-104.6922579,,,,Boxes
10/27/2020,10/29/2020,37.8715,-122.273,Berkeley,CA,94703,US,NorthAmerica,10,Oakland,CA,37.806449,-122.299967,,,,Blue Floral Transparent!
10/27/2020,10/30/2020,41.1629,-73.8615,Ossining,NY,10562,US,NorthAmerica,2566,Westchester,NY,41.0216443,-73.729067,,11/03/2020,11/06/2020,Blue Floral Transparent!
10/27/2020,11/9/2020,51.5074,-0.1278,London,UK,00000,UK,Europe,5354,,,,,,,,Boxes
10/27/2020,10/30/2020,43.6591,-70.2568,Portland,ME,04102,US,NorthAmerica,2716,Southern,ME,43.658751,-70.266264,,,,Surprise Me
10/29/2020,11/2/2020,29.4241,-98.4936,San Antonio,TX,78254,US,NorthAmerica,1487,San Antonio,TX,29.533415,-98.4091001,,,,Surprise Me
10/29/2020,11/2/2020,38.6270,-90.1994,St. Louis,MO,63110,US,NorthAmerica,1741,St. Louis,MO,38.6289041,-90.2052258,,,,Surprise Me
10/29/2020,10/31/2020,34.0522,-118.2437,Los Angeles,CA,90068,US,NorthAmerica,347,Los Angeles,CA,33.9792191,-118.256447,,11/2/2020,11/06/2020,Blue Floral
10/29/2020,11/2/2020,41.6362,-70.9342,New Bedford,MA,02740,US,NorthAmerica,2709,Providence,RI,41.8387175,-71.4138329,,,,Blue Floral Transparent!
10/29/2020,10/31/2020,34.4358,-119.8276,Goleta,CA,93111,US,NorthAmerica,271,Santa Barbara,CA,34.4252537,-119.8660691,,11/05/2020,11/09/2020,Surprise Me
10/29/2020,11/3/2020,42.4184,-71.1062,Medford,MA,02155,US,NorthAmerica,2689,Boston,MA,42.3508036,-71.0536732,,11/09/2020,11/13/2020,Boxes
10/29/2020,11/3/2020,38.0293,-78.4767,Charlottesville ,VA,22902,US,NorthAmerica,2372,Richmond,VA,37.4972,-77.257155,,,,Blue Floral Transparent!
10/29/2020,11/5/2020,43.8143,-79.424,Thornhill,Ontario,00000,Canada,NorthAmerica,2260,,,,,,,,Blue Floral Transparent!
10/29/2020,11/3/2020,38.8048,-77.0469,Alexandria,VA,22314,US,NorthAmerica,2436,Northern,VA,38.873644,-77.2355603,,,,Blue Floral Transparent!
10/29/2020,11/2/2020,42.2626,-71.8023,Worcester,MA,01602,US,NorthAmerica,2656,Central Massachusetts,MA,42.111079,-71.672142,,,,Surprise Me
10/29/2020,11/2/2020,38.9072,-77.0369,Washington DC,DC,20001,US,NorthAmerica,2435,Washington,DC,38.9173163,-76.9954865,,,,Surprise Me
10/29/2020,11/2/2020,33.2000,-117.2425,Vista,CA,92083,US,NorthAmerica,465,San Diego,CA,32.985109,-117.080026,,,,Boxes
10/29/2020,11/2/2020,43.0623,-89.3335,Monona,WI,53716,US,NorthAmerica,1766,Madison,WI,43.098379,-89.3191675,,,,Red Floral
11/03/2020,11/5/2020,38.9072,-77.0369,Washington,DC,20010,US,NorthAmerica,2435,Washington,DC,38.9173163,-76.9954865,,11/18/2020,11/21/2020,Surprise Me
11/03/2020,11/6/2020,38.8048,-77.0469,Alexandria ,Va,22301,US,NorthAmerica,2436,Northern,VA,38.873644,-77.2355603,,,,Surprise Me
11/03/2020,11/6/2020,44.5439,-73.1479,Colchester,VT,05446,US,NorthAmerica,2565,Burlington,VT,44.505409,-73.14318,,,,Blue Floral Transparent!
11/03/2020,11/13/2020,49.3988,8.6724,Heidelberg,Germany ,69115,Germany,Europe,5714,,,,,,,,Surprise Me
11/03/2020,11/17/2020,43.6532,-79.3832,Toronto,ON,11,Canada,NorthAmerica,2264,,,,,,,,Blue Floral Transparent!
11/03/2020,11/6/2020,43.7153,-72.3079,Norwich,VT,05055,US,NorthAmerica,2614,White River Junction,VT,43.6449413,-72.3332408,,,,Surprise Me
11/03/2020,11/14/2020,52.5200,13.4050,Berlin ,Berlin ,10559,Germany,Europe,5657,,,,,,,,Surprise Me
11/03/2020,11/5/2020,37.3382,-121.8863,San Jose,California,95123,US,NorthAmerica,42,San Jose,CA,37.3895163,-121.8877285,,,,Surprise Me
11/03/2020,12/2/2020,-38.1027,176.7416,Rotorua ,Bay of Plenty,3015,New Zealand,EastAsia,6517,,,,,,,,Surprise Me
11/03/2020,,33.7490,-84.3880,Atlanta,GA,30310,US,NorthAmerica,2135,Atlanta,GA,33.652792,-84.395843,,,,Boxes
11/03/2020,11/6/2020,39.8557,-76.7686,Seven Valleys,PA,17360,US,NorthAmerica,2434,Harrisburg,PA,40.294191,-76.877622,,11/18/2020,11/21/2020,Boxes
11/03/2020,11/10/2020,43.7696,11.2558,Firenze,FI,50122,Italy,Europe,6101,,,,,,,,Surprise Me
11/03/2020,11/12/2020,53.8008,-1.5491,Leeds,West Yorkshire,42,UK,Europe,5198,,,,,,,,Boxes
11/07/2020,11/10/2020,34.1867,-118.4138,Valley Glen,CA,91401,US,NorthAmerica,334,Santa Clarita,CA,34.427245,-118.637359,,11/12/2020,11/18/2020,Surprise Me
11/07/2020,11/13/2020,58.3019,-134.4197,Juneau,AK,99801,US,NorthAmerica,1517,Juneau,AK,58.3019496,-134.419734,,,,Blue Floral
11/07/2020,11/9/2020,37.6138,-122.4869,Pacifica,CA,94044,US,NorthAmerica,12,San Francisco,CA,37.7790262,-122.4199061,,,,Blue Floral
11/07/2020,11/10/2020,38.0293,-78.4767,Charlottesville ,VA,22902,US,NorthAmerica,2372,Richmond,VA,37.4972,-77.257155,,,,Boxes
11/07/2020,11/16/2020,43.6532,-79.3832,Toronto,Ontario,90210,Canada,NorthAmerica,2264,,,,,,,,Blue Floral Transparent!
11/07/2020,11/21/2020,55.605,13.0038,Malmö,Sweden,21442,Sweden,Europe,5471,,,,,,,,Blue Floral
11/07/2020,11/16/2020,50.7753,6.0839,Aachen,Germany,52070,Germany,Europe,5568,,,,,,11/26/2020,12/08/2020,Surprise Me
11/12/2020,11/23/2020,47.0502,8.3093,Luzern,Luzern,6004,Switzerland,Europe,5833,,,,,was delayed at mailbox place,,12/05/2020,Red Floral
11/12/2020,11/17/2020,39.9936,-105.0897,LAFAYETTE,CO,80026,US,NorthAmerica,942,Denver,CO,39.8317681,-104.6922579,,11/19/2020,11/24/2020,Blue Floral Transparent!
11/12/2020,11/16/2020,43.5902,-70.3345,Scarborough,ME,04074,US,NorthAmerica,2713,Southern,ME,43.658751,-70.266264,,11/20/2020,11/24/2020,Surprise Me
11/12/2020,11/20/2020,44.2312,-76.4860,Kingston,ON,00000,Canada,NorthAmerica,2404,,,,,,,,Blue Floral Transparent!
11/12/2020,,53.4265,-3.0662,Wallasey,Merseyside,1234,UK,Europe,5172,,,,,,,,Surprise Me
11/12/2020,11/16/2020,40.4406,-79.9959,Pittsburgh,PA,15236,US,NorthAmerica,2260,Pittsburgh,PA,40.4579648,-80.0196764,,,,Blue Floral Transparent!
11/12/2020,11/14/2020,37.7749,-122.4194,San Francisco,CA,94110,US,NorthAmerica,3,San Francisco,CA,37.7790262,-122.4199061,,,,Blue Floral Transparent!
11/12/2020,11/16/2020,37.7749,-122.4194,San Francisco,CA,94103,US,NorthAmerica,3,San Francisco,CA,37.7790262,-122.4199061,was delayed at mailbox place,11/23/2020,12/05/2020,Boxes
11/12/2020,11/14/2020,37.7749,-122.4194,San Francisco,CA,94114,US,NorthAmerica,3,San Francisco,CA,37.7790262,-122.4199061,,11/16/2020,11/19/2020,Surprise Me
11/16/2020,11/18/2020,37.7749,-122.4194,San Francisco,CA,94107,US,NorthAmerica,3,San Francisco,CA,37.7790262,-122.4199061,,,,Blue Floral
11/16/2020,,37.8715,-122.2730,Berkeley,CA,94704,US,NorthAmerica,10,Oakland,CA,37.806449,-122.299967,,,,Map
11/16/2020,12/9/2020,-27.9480,153.3977,Labrador ,Queensland ,4215,Australia,EastAsia,7081,,,,,,,,Surprise Me
11/16/2020,,47.6062,-122.3321,Seattle,WA,98119,US,NorthAmerica,678,Seattle,WA,47.5069174,-122.2969524,,,,Surprise Me
11/16/2020,11/21/2020,44.9537,-93.0900,St Paul,MN,55104,US,NorthAmerica,1589,St. Paul,MN,44.9504037,-93.1015026,,11/23/2020,11/27/2020,Blue Floral
11/16/2020,11/19/2020,40.7443,-73.4821,Bethpage,NY,11714,US,NorthAmerica,2592,Mid-Island,NY,40.765147,-73.4197295,was delayed at mailbox place,12/01/2020,12/05/2020,Blue Floral Transparent!
11/16/2020,12/7/2020,-33.8814,151.1707,Annandale,New South Wales,2038,Australia,EastAsia,7426,,,,,,,,Blue Floral Transparent!
11/16/2020,,41.8498,-87.8807,Westchester,IL,60154,US,NorthAmerica,1841,Carol Stream,IL,41.9149903,-88.103908,,,,Surprise Me
11/16/2020,11/20/2020,41.0526,-80.6079,Struthers,OH,44471,US,NorthAmerica,2222,Cleveland,OH,41.5051613,-81.6934446,,,,Surprise Me
11/16/2020,11/24/2020,47.2103,-1.6514,Saint-Herblain,FRANCE,44800,France,Europe,5522,,,,,,,,Surprise Me
11/16/2020,,42.2808,-83.7430,Ann Arbor,MI,48109,US,NorthAmerica,2051,Detroit,MI,42.323988,-83.063023,,,,Surprise Me
11/16/2020,11/19/2020,41.0148,-74.0120,River Vale,NJ,07675,US,NorthAmerica,2561,Teterboro,NJ,40.8511877,-74.0694467,was delayed at mailbox place,11/24/2020,12/05/2020,Surprise Me
11/16/2020,11/19/2020,36.1699,-115.1398,Las Vegas,NV,89117,US,NorthAmerica,416,Las Vegas,NV,36.1672559,-115.1485163,,11/20/2020,11/24/2020,Map
11/30/2020,12/3/2020,34.4358,-119.8276,Goleta,CA,93117,US,NorthAmerica,271,Santa Barbara,CA,34.4252537,-119.8660691,,12/04/2020,12/08/2020,Map
11/30/2020,12/3/2020,39.7684,-86.1581,Indianapolis,IN,46227,US,NorthAmerica,1944,Indianapolis,IN,39.7683331,-86.1583502,,,,Map
11/30/2020,,30.4113,-88.8278,Ocean Springs,MS,39564,US,NorthAmerica,1978,Gulfport,MS,30.3674198,-89.0928155,,,,Red Floral
11/30/2020,12/2/2020,37.3382,-121.8863,San Jose,CA,95118,US,NorthAmerica,42,San Jose,CA,37.3895163,-121.8877285,,,,Surprise Me
11/30/2020,12/5/2020,43.002,-75.9769,Manlius ,NY,13104,US,NorthAmerica,2438,Syracuse,NY,43.1211708,-76.1311178,,,,Blue Floral Transparent!
11/30/2020,12/3/2020,43.5279,-71.4704,Laconia,NH,03246,US,NorthAmerica,2657,Manchester,NH,42.9481825,-71.4451108,,,,Surprise Me
11/30/2020,,39.2904,-76.6122,Baltimore,MD,21217,US,NorthAmerica,2451,Baltimore,MD,39.291284,-76.604571,,,,Map
11/30/2020,12/5/2020,40.5795,-74.1502,Staten Island,Ny,10304,US,NorthAmerica,2562,Brooklyn,NY,40.6637372,-73.8604624,,,,Surprise Me
11/30/2020,12/3/2020,29.5016,-97.4525,Gonzales,TX,78629,US,NorthAmerica,1538,Austin,TX,30.334243,-97.6668293,,,,Surprise Me
11/30/2020,12/5/2020,40.6782,-73.9442,Brooklyn,NY,11229,US,NorthAmerica,2566,Brooklyn,NY,40.6637372,-73.8604624,,,,Map
11/30/2020,,39.1031,-84.512,Cincinatti,OH,45255,US,NorthAmerica,2038,Cincinnati,OH,39.1014537,-84.5124602,,,,Surprise Me
12/10/2020,12/15/2020,44.9537,-93.0900,St. Paul,MN,55102,US,NorthAmerica,1589,St. Paul,MN,44.9504037,-93.1015026,,,,Surprise Me
12/10/2020,12/14/2020,39.9205,-105.0867,Broomfield,CO,80020,US,NorthAmerica,945,Denver,CO,39.8317681,-104.6922579,,,,Surprise Me
12/10/2020,,46.0038,-112.5348,Butte,MT,59701,US,NorthAmerica,840,Great Falls,MT,47.5048851,-111.2918908,,,,Surprise Me
12/10/2020,12/16/2020,46.8721,-113.9940,Missoula,MT,59802,US,NorthAmerica,760,Missoula,MT,46.8701049,-113.9952672,,,,Surprise Me
12/10/2020,12/15/2020,47.9129,-122.0982,Snohomish,WA,98296,US,NorthAmerica,700,Seattle,WA,47.5069174,-122.2969524,,,,Surprise Me
12/10/2020,12/16/2020,39.9945,-83.0624,Upper Arlington,OH,43221,US,NorthAmerica,2104,Columbus,OH,39.9622601,-83.0007065,,,,Red Floral
12/10/2020,12/15/2020,42.2798,-71.1627,West Roxbury,MA,02132,US,NorthAmerica,2688,Boston,MA,42.3508036,-71.0536732,,,,Map
12/10/2020,,41.2565,-95.9345,Omaha,NE,68114,US,NorthAmerica,1426,Omaha,NE,41.2587459,-95.9383758,,,,Blue Floral Transparent!
12/10/2020,12/14/2020,41.2565,-95.9345,Omaha,NE,68127,US,NorthAmerica,1426,Omaha,NE,41.2587459,-95.9383758,,,,Boxes
12/10/2020,12/12/2020,38.5449,-121.7405,Davis,CA,95618,US,NorthAmerica,63,Sacramento,CA,38.5723865,-121.568224,,,,Surprise Me
12/10/2020,12/12/2020,37.6688,-122.0810,Hayward,CA,94541,US,NorthAmerica,19,Oakland,CA,37.806449,-122.299967,,,,Surprise Me
12/15/2020,12/24/2020,64.7511,-147.3494,North Pole,Alaska,99705,US,NorthAmerica,2121,Anchorage,AK,61.2163129,-149.8948523,,,,Surprise Me
12/15/2020,12/21/2020,34.1517,-118.5214,Encino,CA,91316,US,NorthAmerica,332,Santa Clarita,CA,34.427245,-118.637359,, ,,Surprise Me
12/15/2020,12/17/2020,37.9746,-122.5616,San Anselmo,CA,94960,US,NorthAmerica,15,San Francisco,CA,37.7790262,-122.4199061,,,,Map
12/15/2020,12/21/2020,39.9612,-82.9988,Columbus,OH,43203,US,NorthAmerica,2108,Columbus,OH,39.9622601,-83.0007065,,,,Orange Floral
12/15/2020,,-33.9087,151.1524,Marrickville,NSW,2204,Australia,EastAsia,7428,,,,,,,,Surprise Me